[287754],283812
[1378156],1107925
[3905109],11306022
[803531],459925
[43180826],44007524882
[2326162],281934531
[2032431],2476485
[4350636],2973114
[694757],1533909
[12296134],2609129
[264609],460185
[599880],9067075
[61670],119565
[1068193],994094709
[3621361],4523930
[25135289],9565151
[189439],183733
[38422200],20959155
[5133004],1380035
[4344542],2986860
[54386783],75018948820
[2592040],543367
[4543314],5030235
[35706070],57628813
[1050888],587070
[4546789],6802505908
[5971974],5405252
[162],16
[3397152],919850
[17412],10111
[669540],960788
[1819826],1334883
[706746],876047
[3356725],23426182
[50526047],351514575
[47019304],14824459
[1782554],1274246
[173390],328857
[64],9
[262569],391125
[4955060],90750250
[1736164],16085115
[24373665],14835720
[101694],133181
[78278],139398
[1129177],1351608
[1509686],1485030
[4930999],521661092
[1422549],1102769
[1454340],717308
[90975],368218
[7487039],9098501
[9599800],13860668
[56290880],464212226736
[75841],85426
[355203],314907
[281428],297845
[39],1
[252018],278429
[20673496],311663737
[15048601],16816470
[695324],885729
[17099922],606627622
[438304],376129
[7880891],14802622
[750283],13614904
[634231],854713
[6093230],6798769
[2089287],2547786
[8775813],32454121
[5618990],19659246
[2309347],1555864
[889],177
[27566019],14345735941
[14191133],194081501
[1286844],920110
[2317202],3642045
[11331974],1274246
[241110],91690
[118831],122028
[4602],90003
[5642945],218613694
[12491128],33302158
[2987879],1810007
[15578883],117477848
[8171607],7548855
[11194829],204544074
[1092747],459925
[20176267],1159221575
[8484821],3036719
[89827],1042011
[805121],1093558
[49932],60340
[1514],72
[4327946],4829607980
[427885],520878
[5329693],5869026
[74254358],215765477
[6269727],8583388
[2397336],2478571
[18511074],7286865
[697],8966
[418707],1017032
[42036],539979
[67003752],165417463
[14264008],5057211125
[620071],459925
[2256232],3633744
[301659],518327
[17103318],19545869
[101236],69264
[18309061],1511778564
[2296134],2233850
[265389],353075
[3939872],2718195
[2746558],19225208
[504272],2377927
[3274596],7346931
[2510781],16433081
[2741648],2156169
[531737],1084056
[206754],89863
[9904458],12670688
[907511],459925
[18944],202649
[9919932],8966694
[58466],74468
[58],21
[2438668],3143191
[21966350],27301880
[12882],17266
[376557],372207
[297371],391036
[11446399],94864161
[3380303],18938693
[36280369],77646617468
[262799],186944
[779264],1143082
[677185],459925
[282],11
[21452],24692
[19779600],13794786
[53231],60892
[9887421],9565151
[581068],1245336
[5111669],9711831379
[32682],1705009
[26477],20567
[2038],8910
[1469550],1360323800
[11730412],2059977
[5381276],2886675
[1634100],709105
[32401357],63092691
[95684],89132
[527],224
[15785869],5884963
[5860617],7549165
[7836368],130442932
[7174304],115283980
[4892816],1802370764
[104203],127537
[97512],145378
[42120871],108291310961
[803741],36222852
[310327],440186
[25848972],29688397
[10372595],38082448
[9602973],6951968
[90],38
[23748245],60614648
[754],84804
[15618610],3056510643
[1505],1613
[255342],363871
[12068172],107808154
[73667639],12318091961
[6234411],3927958
[8291497],140436498
[17310664],28808107
[2923740],44243491
[4231251],15358920
[6228935],11460602
