[465],715
[80],9
[76],47
[199],16
[300176],148552
[16126912],62682311
[8980675],11990578
[30527641],157041640
[97781],850677
[45910],179616
[268011],2031666
[3962719],6333736
[1914360],1931628
[9066699],12738520
[723],1224
[17349],13221
[44],33
[2385],1224
[30005565],114182642
[1864143],4533382
[864892],695701
[10617800],21454165
[16416095],13355828
[7505891],4450853
[2462853],794591
[3524702],4893440
[1239685],1381288
[8035707],8720023
[4143041],2873214
[29766601],56965403
[3403],7153
[8048],14102
[10577894],31339132
[17696],75440
[118],72
[24814],305691
[105563],1919495
[28580],150780
[84401],3243247
[35354],1043763
[10820179],512575801
[5417883],206778521
[13462590],625302823
[4004308],7796926
[141610],1831108
[354206],2936093
[2857246],16461908
[1337047],24675801
[9283141],132317651
[3493693],90649862
[32797557],151179813
[20915991],84217062
[52804],333474
[50697],307213
[137730],658557
[78509],8275169
[72448],5060606
[1955011],1352809555
[313],191935
[4273234],9537310863
[3325224],492943940
[592321],32355583
[1986657],81495003
[1786354],51282842
[22127],19006
[160058],26718423
[110825],15813608
[3210],1067496
[1857],268172
[1326685],258385218
