[45],838
[1094815],297013
[54702938],31427248
[105],12
[651072],733244
[269],515
[956147],1141529
[5199787],4344670
[7223091],7987245
[429895],381253
[193],46
[3056948],3311512
[1232037],1038381
[2902560],2706674
[9263],3495
[1608371],1274246
[14466780],7451973
[3129053],2990419
[251894],267611
[9017],3303
[22],8
[2464613],1312009
[62202842],33316050
[9197086],4416021
[525653],1215398
[10797],11017
[15492344],14570665
[47],325
[33],143
[713888],789644
[2735549],1214571
[161117],136323
[20188433],14469750
[1216653],1011676
[865756],714822
[2924185],3056412
[5355],5629
[917643],956615
[13],2
[519306],435786
[2773543],2929788
[8439465],11216419
[5874004],2235039
[226857],96573
[1133182],1152615
[3884594],4172273
[998419],709850
[43271],15207
[53032],42883
[3827092],2889401
[19093],12001
[741732],549622
[23412],22900
[32],33
[215213],175118
[446820],222131
[12325555],7657830
[1920549],2192596
[14855891],14887750
[41],39
[653316],712963
[251],12
[25446120],23501220
[45221],12691
[213376],131642
[92911],96943
[50944],52890
[1928600],2310810
[55],42
[90164],81344
[2463017],2370751
[153609],56946
[4027829],3671545
[942501],741932
[1264134],662416
[5138],213
[19461640],39982151
[348],398
[952866],4198516
[1017621],744542
[40],2
[6853193],6646317
[993283],843688
[48181],49402
[45],2
[44],1
[4308769],4072192
[18853744],47016857
[44619],20114
[1113659],1042283
[39],59
[40679],20754
[999228],1029245
[2117129],2016503
[10],8
[5031],483
[41213606],22363041
[2017394],1892838
[66],561
[30231131],28177721
[1130404],6081642
[8601],7261
[5809161],5995389
[332],19
[46853169],24382536
[19614774],33128308
[19],2
[2241915],2314071
[22936235],20032173
[6686280],6694220
[1502316],1556102
[12172289],11429999
[21598],12698
[2103430],1194165
[51023432],314536973
[52186654],81818979
[57],922
[192849],203113
[744594],624234
[5570047],2728943
[8167964],7567967
[216],149
[27237356],56848525
[31270044],29586445
[1495577],1879167
[4671660],5157644
[43],33
[73873849],177494679
[83],355
[95542],86532
[3129109],2990610
[2160],77
[10576271],10169372
[3859582],2848793
[9750539],6639277
[664723],544532
[197960],120023
[1356983],1346178
[3709072],18332497
[64],156
[1756470],1997146
[431094],387979
[11315360],4479478
[110],45
[774675],744010
[177],42
