[46],838
[277823],297013
[78322986],31427248
[178],12
[299548],733244
[286],515
[1143436],1141529
[5203553],4344670
[6779266],7987245
[503534],381253
[104],46
[3912103],3311512
[1252634],1038381
[5200998],2706674
[7277],3495
[1707846],1274246
[17023889],7451973
[3424697],2990419
[128420],267611
[3847],3303
[14],8
[2589034],1312009
[80347719],33316050
[4709903],4416021
[624941],1215398
[12147],11017
[17792296],14570665
[38],325
[24],143
[879246],789644
[4438123],1214571
[76321],136323
[20900802],14469750
[1026817],1011676
[631929],714822
[2396731],3056412
[3008],5629
[1236110],956615
[17],2
[497263],435786
[3633705],2929788
[7906964],11216419
[10828428],2235039
[186264],96573
[1136137],1152615
[5438710],4172273
[830760],709850
[20408],15207
[49145],42883
[4292095],2889401
[10528],12001
[878886],549622
[16653],22900
[29],33
[166055],175118
[784991],222131
[18480155],7657830
[2221259],2192596
[13344755],14887750
[37],39
[874793],712963
[184],12
[24818840],23501220
[29751],12691
[143344],131642
[268796],96943
[63235],52890
[2292369],2310810
[41],42
[114239],81344
[2583643],2370751
[112555],56946
[2925221],3671545
[774360],741932
[888492],662416
[5708],213
[20290899],39982151
[234],398
[955701],4198516
[994986],744542
[29],2
[7008231],6646317
[1250759],843688
[43568],49402
[47],2
[42],1
[4765699],4072192
[27674127],47016857
[36539],20114
[1159218],1042283
[47],59
[6813],20754
[1236014],1029245
[2186621],2016503
[15],8
[870],483
[53090500],22363041
[2050873],1892838
[51],561
[16520144],28177721
[3334017],6081642
[13192],7261
[7629119],5995389
[253],19
[66278760],24382536
[24124820],33128308
[18],2
[2533731],2314071
[20221489],20032173
[7277252],6694220
[1901762],1556102
[13526865],11429999
[24850],12698
[2461471],1194165
[49467313],314536973
[65390576],81818979
[49],922
[221324],203113
[880680],624234
[7339748],2728943
[7437354],7567967
[198],149
[39473187],56848525
[26563141],29586445
[1191296],1879167
[6048536],5157644
[41],33
[46003192],177494679
[74],355
[76678],86532
[3424693],2990610
[541],77
[11160515],10169372
[6574848],2848793
[7378693],6639277
[547793],544532
[108713],120023
[892153],1346178
[7169845],18332497
[54],156
[1965598],1997146
[400464],387979
[6947187],4479478
[39],45
[853015],744010
[161],42
[360557],258248
[11],210
[271013],393813
[20079034],17363671
[76569],85618
[29736215],28150437
[4015607],3932302
[2523161],1935005
[36380540],12761011
[12398060],10031889
[3209340],2697169
[12710732],9847312
[171582],106824
[3745014],2945450
[37516639],35390077
[5705444],5291581
[63254],74146
[25097931],22791697
[1345201],459573
[1394],5674
[387977],2088756
[2332127],3246200
[476],12632
[25284],72446
[7132349],7813854
[9],14
[22622],27192
[16853],17561
[1544091],1543595
[598596],278473
[1821719],1345620
[185],1143
[17514818],8770496
[5733073],3985017
[52318],77964
[1297754],1056939
[362804],740622
[32058],29660
[17],1
[21356234],12500073
[553192],413446
[4401684],3041298
[3213032],2599585
[182151],1520208
[81636833],133915414
[2467619],2218831
[2083909],1267919
[4875505],3476378
[112],429
[9818],13130
[34669],69236
[2622407],2575581
[13785],4694
[2379830],3433275
[82256795],146979016
[119942],116706
[229313],269383
[5792161],4361932
[3989988],3376865
[988574],795055
[13358],22432
[42712078],11957367
[261914],129336
[1407420],479803
[282113],258870
[584146],488154
[81415],101317
[6197],33759
[531221],313480
[29657088],27712580
[1070796],1674159
[1381202],1420415
[22826326],19778058
[17838],21316
[3720033],3674270
[578892],409629
[68946],32576
[86634],69434
[257685],420042
[742],773
[29],778
[547],429
[259],314
[49321666],58986126
[24129898],12670688
[854287],1303666
[6686],10318
[73066],49936
[411941],450441
[510],155
[4967548],3411365
[4266837],1357579
[2424193],2771514
[339164],336309
[9060126],9949305
[354004],610917
[242362],369694
[301255],442387
[27402],32529
[381473],288926
[7824823],4494302
[492123],442278
[8770723],9057189
[92076],87344
[690451],659386
[20462],21499
[25884002],19953519
[9720],16640
[435131],378799
[118753],81160
[84655755],35495160
[253449],458296
[1088164],680091
[401468],433169
[128],982
[112296],131640
[218601],378876
[1461],1602
[4646],8594
[259417],194499
[2110660],3347285
[2944],6128
[24372448],17454365
[29473627],26663241
[4265782],917195
[14007521],6771894
[145175],322839
[5954],1930
[22340792],23998365
[18164],20356
[3877],3928
[2067396],8155239
[1171064],757992
[340187],255300
[41],35
[4209854],3402734
[2005963],3199424
[163333],148117
[274],1650
[6748192],4568446
[61],93
[594999],499840
[2875677],2388210
[87862440],163571133
[192157],390941
[37],132
[1300816],1082138
[430766],517333
[31],397
[13],5
[66588154],83791280
[1305014],1660869
[445013],1076953
[85],297
[23],1
[5802134],1748180
[18],87
[34],12
[1793498],1237707
[338273],328221
[6],2
[1359447],1765741
[2717693],2504778
[9407431],10453544
[40],17
[1155842],857942
[2702387],2726265
[8715492],7324555
[7846],9842
[1042038],1248879
[16651400],17601365
[7892434],11160062
[140],38
[471714],582731
[17192803],41903582
[1118678],1069051
[1692],777
[2331032],2137953
[4],5
[4818877],6701798
[3871421],2422668
[1907],2785
[29],152
[199],313
[8528504],25498396
[491509],458418
[3061418],2252536
[817604],665228
[95295],93082
[34384802],27217405
[4326176],4891061
[206835],97842
[1655888],1426839
[12494604],5093894
[7883299],6989602
[1035572],554134
[1927311],1108456
[8],1
[23],26
[46758841],184062220
[43499],23119
[152062],169569
[5632113],1721700
[17],44
[2053584],1057866
[19677188],60055286
[4608],5042
[21],15
[21955671],28808107
[7518663],4715345
[455765],361427
[81],2340
[16441000],8269208
[766423],729031
[889462],1696420
[501632],499598
[31134115],31241811
[1983909],2418890
[964755],822645
[336],1163
[24684908],22788070
[19],23
[24886035],15356047
[82446455],117331447
[9914096],9233840
[472413],383352
[378814],408662
[5967687],1747317
[13351135],9536222
[7383678],6539903
[47954],83685
[1991171],1581674
[331893],364715
[26469001],8246266
[7283485],6569607
[545799],798359
[222],174
[92],42
[904999],1081773
[51765],22338
[5240371],6384033
[5569365],3529832
[2694728],2148400
[1696646],1149553
[126626],116285
[4827347],4209924
[468043],322988
[165734],135565
[741687],1012740
[240853],295368
[22500658],10808855
[408700],386906
[41029525],18038074
[3649],2438
[42],636
[26811303],25009887
[21317],21203
[1504976],1262230
[1479726],1314151
[4067219],3557392
[33503536],38668961
[3094148],2230863
[2075825],1886579
[2415],1815
[11215626],3224306
[226038],313244
[36856],13961
[4],53
[13675220],20289593
[937942],1602477
[178],5
[27761096],10699647
[216],198
[3673055],3269126
[6903029],8958418
[2773823],2155279
[5061936],5282211
[21586118],28667223
[5435717],4178571
[874],3377
[1419],84
[23],25
[190],809
[27],4
[52],4
[15],12
[130758],122281
[677638],555594
[5522988],6734607
[1527133],2388929
[43],216
[6204],27931
[197960],271772
[78085],111888
[1636103],1985670
[3716395],3182031
[44],1
[273],9
[570784],422368
[681258],542199
[17102891],12670688
[29],13
[1203559],1506232
[11497],10423
[96142],208438
[230763],184692
[775],143
[44253],92962
[4272406],4411556
[22203963],8862210
[2048],134
[1057158],829552
[104059],133042
[225],96
[310668],236526
[13900477],11952549
[17990190],29054459
[215987],340690
[1597946],923627
[344160],260933
[2028947],1601485
[22213232],21334377
[3100353],2716578
[1298396],964327
[62],480
[810493],673287
[36327],18944
[73],115
[18017075],17895478
[3002198],2573351
[138050],242392
[1052425],834635
[5933916],4213440
[811901],656031
[326040],425568
[240],292
[192],132
[9478128],10352430
[36],2796
[5],1
[61],81
[234229],245664
[995544],1072779
[524557],433035
[277636],391392
[8021341],4800657
[5780644],4008495
[52717],49435
[3011436],2680860
[479],279
[2987964],2319573
[1132470],1299763
[2624057],2339935
[140968],156255
[5],2
[22109731],16464942
[929774],923233
[819907],594081
[45],51
[4880215],4574556
[634146],761277
[3596880],5915090
[29246445],45587737
[4686999],10878594
[751001],967618
[163028],296936
[2270044],3444704
[11911],7491
[1674083],1498400
[2422],12314
[410122],297845
[532099],456138
[74278],84006
[166],2642
[55],13
[176],90
[217393],192924
[3664723],3304968
[36753661],20142265
[4067959],3675368
[21],25
[3210],2898
[19],4
[4839685],5352803
[9795962],8520915
[1033625],339001
[10827488],2550029
[11104],4084
[1205188],1227117
[1292164],1140343
[14769],36030
[11827],77481
[10473957],1456783
[5498],10853
[2932],2899
[3568056],1160899
[1612442],1458646
[3672068],3170677
[185],1132
[22],17
[275403],340395
[199414],106471
[21099552],59579044
[22907],155963
[3061134],2418768
[2419],3187
[331768],532440
[1976817],761583
[5319],23242
[272],1325
[6844440],4931518
[82584102],115517611
[41],605
[4731946],3263146
[9573458],7527985
[6],5
[247299],369034
[17470],20287
[87],98
[1985644],3660576
[19495337],17867643
[253],320
[1754556],1521034
[217358],366295
[3082570],2003466
[53684698],24518851
[46],234
[684679],778693
[1195890],1073035
[8581],81787
[503958],444022
[19526259],22445083
[41711],66343
[2815855],3359213
[12],255
[3219739],16882175
[1012592],804870
[110115],155441
[3312514],4371002
[265071],372972
