[460456073],838
[460456073],297013
[460456073],31427248
[460456073],12
[460456073],733244
[460456073],515
[460456073],1141529
[460456073],4344670
[460456073],7987245
[460456073],381253
[460456073],46
[460456073],3311512
[460456073],1038381
[460456073],2706674
[460456073],3495
[460456073],1274246
[460456073],7451973
[460456073],2990419
[460456073],267611
[460456073],3303
[460456073],8
[460456073],1312009
[460456073],33316050
[460456073],4416021
[460456073],1215398
[460456073],11017
[460456073],14570665
[460456073],325
[460456073],143
[460456073],789644
[460456073],1214571
[460456073],136323
[460456073],14469750
[460456073],1011676
[460456073],714822
[460456073],3056412
[460456073],5629
[460456073],956615
[460456073],2
[460456073],435786
[460456073],2929788
[460456073],11216419
[460456073],2235039
[460456073],96573
[460456073],1152615
[460456073],4172273
[460456073],709850
[460456073],15207
[460456073],42883
[460456073],2889401
[460456073],12001
[460456073],549622
[460456073],22900
[460456073],33
[460456073],175118
[460456073],222131
[460456073],7657830
[460456073],2192596
[460456073],14887750
[460456073],39
[460456073],712963
[460456073],12
[460456073],23501220
[460456073],12691
[460456073],131642
[460456073],96943
[460456073],52890
[460456073],2310810
[460456073],42
[460456073],81344
[460456073],2370751
[460456073],56946
[460456073],3671545
[460456073],741932
[460456073],662416
[460456073],213
[460456073],39982151
[460456073],398
[460456073],4198516
[460456073],744542
[460456073],2
[460456073],6646317
[460456073],843688
[460456073],49402
[460456073],2
[460456073],1
[460456073],4072192
[460456073],47016857
[460456073],20114
[460456073],1042283
[460456073],59
[460456073],20754
[460456073],1029245
[460456073],2016503
[460456073],8
[460456073],483
[460456073],22363041
[460456073],1892838
[460456073],561
[460456073],28177721
[460456073],6081642
[460456073],7261
[460456073],5995389
[460456073],19
[460456073],24382536
[460456073],33128308
[460456073],2
[460456073],2314071
[460456073],20032173
[460456073],6694220
[460456073],1556102
[460456073],11429999
[460456073],12698
[460456073],1194165
[460456073],314536973
[460456073],81818979
[460456073],922
[460456073],203113
[460456073],624234
[460456073],2728943
[460456073],7567967
[460456073],149
[460456073],56848525
[460456073],29586445
[460456073],1879167
[460456073],5157644
[460456073],33
[460456073],177494679
[460456073],355
[460456073],86532
[460456073],2990610
[460456073],77
[460456073],10169372
[460456073],2848793
[460456073],6639277
[460456073],544532
[460456073],120023
[460456073],1346178
[460456073],18332497
[460456073],156
[460456073],1997146
[460456073],387979
[460456073],4479478
[460456073],45
[460456073],744010
[460456073],42
[460456073],258248
[460456073],210
[460456073],393813
[460456073],17363671
[460456073],85618
[460456073],28150437
[460456073],3932302
[460456073],1935005
[460456073],12761011
[460456073],10031889
[460456073],2697169
[460456073],9847312
[460456073],106824
[460456073],2945450
[460456073],35390077
[460456073],5291581
[460456073],74146
[460456073],22791697
[460456073],459573
[460456073],5674
[460456073],2088756
[460456073],3246200
[460456073],12632
[460456073],72446
[460456073],7813854
[460456073],14
[460456073],27192
[460456073],17561
[460456073],1543595
[460456073],278473
[460456073],1345620
[460456073],1143
[460456073],8770496
[460456073],3985017
[460456073],77964
[460456073],1056939
[460456073],740622
[460456073],29660
[460456073],1
[460456073],12500073
[460456073],413446
[460456073],3041298
[460456073],2599585
[460456073],1520208
[460456073],133915414
[460456073],2218831
[460456073],1267919
[460456073],3476378
[460456073],429
[460456073],13130
[460456073],69236
[460456073],2575581
[460456073],4694
[460456073],3433275
[460456073],146979016
[460456073],116706
[460456073],269383
[460456073],4361932
[460456073],3376865
[460456073],795055
[460456073],22432
[460456073],11957367
[460456073],129336
[460456073],479803
[460456073],258870
[460456073],488154
[460456073],101317
[460456073],33759
[460456073],313480
[460456073],27712580
[460456073],1674159
[460456073],1420415
[460456073],19778058
[460456073],21316
[460456073],3674270
[460456073],409629
[460456073],32576
[460456073],69434
[460456073],420042
[460456073],773
[460456073],778
[460456073],429
[460456073],314
[460456073],58986126
[460456073],12670688
[460456073],1303666
[460456073],10318
[460456073],49936
[460456073],450441
[460456073],155
[460456073],3411365
[460456073],1357579
[460456073],2771514
[460456073],336309
[460456073],9949305
[460456073],610917
[460456073],369694
[460456073],442387
[460456073],32529
[460456073],288926
[460456073],4494302
[460456073],442278
[460456073],9057189
[460456073],87344
[460456073],659386
[460456073],21499
[460456073],19953519
[460456073],16640
[460456073],378799
[460456073],81160
[460456073],35495160
[460456073],458296
[460456073],680091
[460456073],433169
[460456073],982
[460456073],131640
[460456073],378876
[460456073],1602
[460456073],8594
[460456073],194499
[460456073],3347285
[460456073],6128
[460456073],17454365
[460456073],26663241
[460456073],917195
[460456073],6771894
[460456073],322839
[460456073],1930
[460456073],23998365
[460456073],20356
[460456073],3928
[460456073],8155239
[460456073],757992
[460456073],255300
[460456073],35
[460456073],3402734
[460456073],3199424
[460456073],148117
[460456073],1650
[460456073],4568446
[460456073],93
[460456073],499840
[460456073],2388210
[460456073],163571133
[460456073],390941
[460456073],132
[460456073],1082138
[460456073],517333
[460456073],397
[460456073],5
[460456073],83791280
[460456073],1660869
[460456073],1076953
[460456073],297
